MEMSIZE 250
WRITE 20 2
WRITE 17 6
WRITE 9 9
WRITE 2 4
WRITE 23 7
WRITE 10 4
WRITE 32 10
WRITE 8 1
READ 20 2
READ 6 6
WRITE 8 6
READ 30 2
READ 36 7
WRITE 31 10
WRITE 6 9
READ 21 7
READ 9 4
WRITE 11 7
WRITE 4 4
WRITE 5 9
WRITE 7 2
READ 35 7
READ 15 2
READ 33 2
WRITE 36 10
WRITE 3 3
READ 4 9
READ 8 4
READ 9 4
READ 7 3
WRITE 2 4
WRITE 12 9
WRITE 7 6
READ 3 6
WRITE 4 3
WRITE 2 4
READ 3 3
WRITE 5 4
READ 8 8
WRITE 10 5
READ 2 5
READ 10 1
READ 9 4
WRITE 9 1
READ 11 9
READ 8 2
WRITE 4 1
WRITE 24 2
WRITE 1 3
READ 20 2
WRITE 9 1
READ 14 3
WRITE 23 7
READ 7 8
WRITE 13 3
READ 39 7
READ 16 9
READ 3 9
WRITE 2 2
WRITE 1 1
READ 4 4
WRITE 1 7
READ 7 7
READ 4 9
WRITE 9 4
READ 2 8
READ 9 1
WRITE 1 2
WRITE 11 2
READ 1 9
READ 5 1
READ 1 5
WRITE 22 6
WRITE 10 10
READ 32 10
WRITE 29 2
READ 7 1
READ 5 8
WRITE 10 5
READ 12 9
READ 9 4
WRITE 8 8
READ 2 10
WRITE 2 9
READ 13 9
READ 19 7
READ 4 4
WRITE 7 6
READ 13 9
WRITE 8 2
READ 19 7
READ 5 3
WRITE 6 4
READ 28 10
WRITE 6 5
READ 6 9
READ 7 3
READ 10 1
WRITE 29 10
WRITE 24 2
WRITE 1 6
WRITE 44 7
READ 4 1
READ 6 8
READ 15 9
WRITE 5 3
READ 6 3
WRITE 3 1
READ 26 10
WRITE 1 1
READ 1 8
READ 9 8
READ 11 9
READ 12 3
WRITE 11 9
WRITE 9 5
READ 9 8
READ 1 3
READ 1 1
WRITE 2 4
WRITE 40 10
READ 19 10
WRITE 37 7
WRITE 2 8
READ 3 9
READ 3 5
WRITE 15 2
READ 4 6
WRITE 18 6
READ 8 8
READ 40 10
WRITE 2 10
WRITE 7 8
READ 8 8
WRITE 12 6
WRITE 19 10
READ 7 9
WRITE 8 6
WRITE 5 1
READ 15 10
WRITE 4 5
READ 3 1
WRITE 36 7
READ 32 10
WRITE 15 10
READ 35 7
READ 13 3
READ 45 7
READ 7 9
WRITE 16 7
WRITE 30 7
READ 46 7
READ 8 4
READ 9 4
WRITE 10 1
WRITE 4 4
WRITE 10 9
READ 9 9
WRITE 14 3
WRITE 6 3
READ 1 1
WRITE 5 9
READ 4 7
READ 6 1
READ 7 4
READ 8 4
READ 4 6
READ 20 7
READ 37 2
WRITE 37 2
WRITE 10 2
READ 16 7
READ 8 4
WRITE 16 9
WRITE 1 1
WRITE 10 9
READ 4 6
WRITE 9 1
WRITE 14 10
READ 18 7
WRITE 5 4
READ 1 4
WRITE 1 1
WRITE 3 3
WRITE 16 9
WRITE 5 10
WRITE 10 1
WRITE 3 5
READ 1 3
READ 6 8
WRITE 5 5
READ 13 6
WRITE 3 10
WRITE 3 3
READ 6 4
WRITE 19 6
WRITE 8 8
READ 12 3
READ 23 7
WRITE 5 4
READ 9 6
READ 7 1
WRITE 8 3
WRITE 16 9
WRITE 11 4
WRITE 16 10
WRITE 32 2
READ 10 5
WRITE 3 2
READ 13 10
WRITE 9 1
READ 18 10
WRITE 3 6
WRITE 4 7
WRITE 10 4
READ 9 6
WRITE 9 4
WRITE 3 7
WRITE 9 9
WRITE 15 2
WRITE 12 3
WRITE 6 9
READ 9 4
WRITE 40 10
WRITE 13 2
WRITE 10 1
READ 13 10
WRITE 10 4
READ 8 9
READ 11 4
WRITE 41 7
READ 41 7
WRITE 5 8
WRITE 11 3
WRITE 13 9
WRITE 16 9
READ 7 6
WRITE 9 9
READ 19 7
WRITE 35 7
READ 7 9
READ 9 3
READ 9 9
WRITE 13 6
READ 1 9
READ 44 7
READ 7 1
WRITE 2 9
READ 29 7
WRITE 33 2
WRITE 17 2
READ 6 3
READ 3 8
WRITE 29 2
WRITE 4 3
READ 3 5
READ 4 3
WRITE 27 7
WRITE 6 4
WRITE 20 6
READ 6 10
WRITE 9 9
READ 3 8
WRITE 5 5
READ 4 4
READ 9 6
WRITE 11 2
READ 8 8
WRITE 9 1
READ 3 1
WRITE 22 10
READ 4 5
WRITE 11 4
READ 19 6
READ 2 1
WRITE 2 5
READ 7 3
WRITE 10 9
WRITE 18 9
READ 12 3
WRITE 13 2
READ 2 4
WRITE 6 5
WRITE 23 6
WRITE 2 5
WRITE 10 6
WRITE 2 7
READ 9 6
WRITE 32 10
READ 7 5
READ 2 5
READ 7 1
READ 32 2
READ 1 4
WRITE 10 1
WRITE 9 3
WRITE 10 5
WRITE 19 6
READ 6 8
WRITE 15 10
READ 30 10
WRITE 22 6
WRITE 13 3
READ 1 1
WRITE 13 9
READ 16 6
READ 28 10
WRITE 3 10
READ 8 6
WRITE 6 2
WRITE 19 7
WRITE 1 3
READ 37 10
WRITE 17 6
WRITE 6 4
READ 9 5
WRITE 10 3
WRITE 14 7
WRITE 7 6
WRITE 3 8
WRITE 14 7
WRITE 5 2
READ 30 10
READ 37 10
WRITE 4 1
READ 22 7
READ 16 2
WRITE 1 3
WRITE 36 7
WRITE 10 8
READ 1 8
READ 6 10
WRITE 5 6
WRITE 12 10
WRITE 6 4
WRITE 8 5
WRITE 6 3
READ 7 3
READ 7 5
WRITE 11 9
WRITE 19 6
WRITE 4 8
WRITE 38 2
WRITE 15 6
WRITE 9 4
READ 19 6
READ 11 10
READ 38 2
READ 16 6
READ 7 8
WRITE 14 10
WRITE 5 8
WRITE 34 7
READ 11 3
WRITE 10 2
WRITE 9 5
WRITE 10 1
WRITE 7 6
READ 6 8
READ 6 5
WRITE 9 4
READ 22 10
READ 5 9
WRITE 3 8
READ 1 1
WRITE 18 10
WRITE 2 4
WRITE 2 5
WRITE 1 4
READ 7 8
READ 25 7
WRITE 8 8
WRITE 1 3
WRITE 7 8
WRITE 7 3
WRITE 6 4
READ 11 3
WRITE 1 3
WRITE 10 1
READ 6 4
READ 10 1
READ 11 1
WRITE 16 9
WRITE 17 6
READ 4 4
WRITE 12 3
READ 4 4
WRITE 6 1
READ 24 10
WRITE 9 8
READ 11 9
WRITE 7 3
READ 11 6
READ 1 5
WRITE 9 2
READ 1 1
READ 8 1
WRITE 8 9
READ 8 6
READ 10 4
READ 1 2
WRITE 2 8
WRITE 7 8
READ 14 3
READ 16 9
READ 33 2
READ 5 6
READ 1 8
WRITE 30 10
WRITE 22 6
READ 6 8
WRITE 31 2
READ 2 6
WRITE 7 8
WRITE 18 2
READ 5 5
READ 10 8
READ 5 7
WRITE 16 7
READ 7 1
WRITE 18 9
READ 3 9
READ 7 3
READ 44 7
READ 3 4
WRITE 10 1
WRITE 2 4
WRITE 3 8
READ 3 4
WRITE 41 10
READ 6 4
READ 3 5
READ 4 1
READ 21 2
WRITE 4 5
READ 10 9
WRITE 2 1
WRITE 1 3
READ 6 1
READ 36 7
READ 45 7
WRITE 1 10
WRITE 13 3
WRITE 5 3
WRITE 1 4
READ 10 8
WRITE 32 7
WRITE 6 6
WRITE 10 6
WRITE 7 4
READ 7 7
READ 3 9
WRITE 9 8
READ 1 3
READ 5 3
READ 3 4
WRITE 24 7
READ 25 10
WRITE 32 10
WRITE 2 5
WRITE 3 7
READ 3 3
WRITE 12 6
WRITE 7 1
WRITE 9 1
READ 10 1
READ 10 3
READ 12 3
READ 30 10
READ 3 3
READ 13 9
WRITE 2 5
WRITE 4 1
WRITE 5 1
READ 32 7
WRITE 15 9
WRITE 2 1
READ 5 8
READ 41 10
WRITE 9 8
READ 5 5
READ 13 2
WRITE 37 10
READ 4 5
WRITE 4 4
WRITE 42 10
WRITE 11 4
WRITE 4 8
WRITE 5 1
WRITE 3 1
READ 6 5
READ 11 4
READ 10 7
READ 2 1
READ 1 4
READ 6 4
READ 3 9
READ 16 9
WRITE 1 4
WRITE 30 10
WRITE 8 1
READ 7 9
WRITE 9 7
WRITE 7 1
READ 15 2
WRITE 23 7
READ 5 5
READ 1 6
READ 9 7
WRITE 3 8
READ 14 3
WRITE 13 6
READ 2 3
READ 2 4
READ 17 9
READ 8 1
READ 3 9
WRITE 4 3
WRITE 5 3
READ 3 8
WRITE 28 2
WRITE 11 4
READ 41 10
WRITE 2 5
READ 20 6
WRITE 5 3
WRITE 5 9
READ 14 9
READ 25 10
READ 8 5
READ 21 6
READ 9 4
WRITE 7 1
WRITE 1 5
WRITE 44 7
READ 35 2
READ 4 3
READ 11 4
READ 12 2
READ 2 8
WRITE 16 2
WRITE 2 8
WRITE 2 1
READ 11 7
READ 2 5
READ 10 4
READ 21 2
WRITE 2 1
READ 23 7
READ 17 7
READ 2 4
READ 8 4
WRITE 37 10
READ 12 9
WRITE 3 1
READ 6 8
WRITE 3 5
READ 5 6
WRITE 11 3
WRITE 36 2
WRITE 19 7
WRITE 6 4
WRITE 11 2
WRITE 10 8
READ 2 8
READ 7 1
WRITE 2 6
READ 6 4
WRITE 31 2
READ 12 9
WRITE 5 9
WRITE 1 8
WRITE 18 10
READ 32 7
WRITE 6 1
READ 30 7
READ 7 4
READ 9 5
READ 5 5
WRITE 8 5
WRITE 6 6
WRITE 25 7
WRITE 9 3
READ 8 4
WRITE 5 5
READ 40 10
WRITE 1 8
READ 8 3
WRITE 22 6
WRITE 6 1
WRITE 7 7
WRITE 35 2
READ 25 2
WRITE 9 10
WRITE 27 10
WRITE 3 4
READ 23 6
READ 13 9
READ 21 2
WRITE 23 6
READ 1 9
WRITE 18 9
WRITE 10 3
WRITE 2 6
WRITE 1 5
READ 25 2
READ 27 2
WRITE 4 8
READ 2 5
WRITE 4 5
READ 16 2
WRITE 10 5
WRITE 9 4
READ 13 3
WRITE 32 7
READ 3 5
WRITE 27 7
WRITE 2 3
WRITE 5 3
WRITE 7 4
READ 1 3
READ 13 9
READ 8 3
READ 7 2
WRITE 10 4
READ 19 10
READ 5 8
READ 6 4
WRITE 5 6
READ 6 7
READ 9 8
WRITE 8 6
READ 5 6
READ 10 4
READ 17 10
READ 15 2
WRITE 8 3
WRITE 15 7
WRITE 8 1
WRITE 7 1
WRITE 24 2
WRITE 7 2
WRITE 9 8
WRITE 4 8
READ 11 10
READ 37 7
WRITE 3 5
READ 10 3
WRITE 10 9
READ 3 4
WRITE 1 5
READ 5 1
WRITE 10 8
WRITE 8 2
WRITE 15 6
READ 11 3
WRITE 7 4
READ 10 3
READ 7 7
READ 1 5
WRITE 3 8
READ 11 2
WRITE 9 3
READ 14 2
READ 3 1
WRITE 9 9
WRITE 6 5
READ 44 7
WRITE 19 6
READ 20 2
READ 1 4
WRITE 1 4
READ 23 10
READ 2 5
READ 4 4
READ 8 1
READ 1 8
WRITE 44 7
READ 30 2
READ 13 9
WRITE 9 2
READ 11 1
READ 6 3
READ 5 9
WRITE 5 3
WRITE 19 6
WRITE 18 10
READ 29 10
WRITE 9 4
WRITE 19 10
WRITE 3 4
READ 10 8
WRITE 4 8
READ 16 6
WRITE 5 1
READ 1 1
WRITE 10 3
READ 10 5
WRITE 6 5
READ 7 4
WRITE 24 10
WRITE 5 2
READ 1 1
WRITE 8 4
WRITE 8 3
WRITE 43 10
READ 17 6
READ 4 1
WRITE 14 3
READ 2 2
READ 13 6
WRITE 7 9
READ 39 7
WRITE 10 5
WRITE 17 6
WRITE 15 10
WRITE 2 8
WRITE 38 10
WRITE 29 7
WRITE 5 4
READ 19 10
READ 37 7
READ 4 8
READ 17 9
READ 4 6
READ 5 9
WRITE 21 7
READ 44 7
READ 23 10
WRITE 27 2
READ 1 4
READ 8 4
WRITE 7 4
WRITE 10 3
READ 11 6
WRITE 36 10
READ 9 4
READ 10 8
WRITE 8 9
WRITE 4 1
READ 34 7
READ 40 10
READ 17 2
WRITE 19 2
WRITE 10 3
READ 1 1
READ 3 7
WRITE 6 9
WRITE 13 2
READ 6 1
WRITE 4 5
WRITE 12 9
READ 4 3
READ 10 8
READ 22 6
READ 1 4
READ 5 3
WRITE 4 2
READ 20 6
WRITE 3 5
READ 1 6
WRITE 5 4
WRITE 36 10
READ 7 6
WRITE 4 2
WRITE 42 10
WRITE 6 8
READ 26 10
WRITE 1 8
WRITE 32 7
READ 11 3
READ 7 8
WRITE 35 2
WRITE 42 10
READ 5 9
WRITE 3 3
READ 19 6
READ 6 10
WRITE 36 2
READ 7 9
READ 1 1
READ 10 4
READ 7 4
READ 19 6
READ 38 10
READ 10 9
READ 2 8
READ 2 4
READ 1 1
READ 2 1
READ 9 5
WRITE 5 4
READ 27 7
READ 9 3
WRITE 14 3
READ 4 8
WRITE 3 3
READ 29 2
WRITE 5 1
READ 6 2
READ 8 3
READ 16 7
READ 8 2
WRITE 10 2
READ 6 9
WRITE 9 4
WRITE 29 2
READ 20 7
READ 3 1
WRITE 3 9
READ 8 4
WRITE 9 4
READ 12 9
WRITE 8 3
READ 8 5
WRITE 15 9
WRITE 3 3
READ 15 6
READ 34 10
READ 2 1
WRITE 5 2
READ 2 1
WRITE 9 5
READ 8 5
READ 15 7
WRITE 21 6
READ 33 7
WRITE 15 10
WRITE 4 6
READ 21 10
WRITE 8 9
WRITE 35 2
WRITE 4 7
WRITE 23 6
READ 6 2
READ 8 5
WRITE 7 8
READ 13 10
WRITE 17 6
WRITE 6 6
WRITE 11 7
WRITE 26 10
READ 14 6
WRITE 5 9
WRITE 11 1
WRITE 17 9
WRITE 11 6
READ 1 10
WRITE 9 2
WRITE 13 6
READ 8 2
WRITE 13 6
READ 4 5
READ 6 7
READ 1 6
READ 6 5
WRITE 43 7
READ 42 7
WRITE 7 8
READ 9 5
READ 9 4
WRITE 32 2
READ 11 4
READ 4 5
WRITE 2 2
WRITE 9 5
READ 5 8
WRITE 6 8
WRITE 6 4
WRITE 5 3
READ 5 9
READ 2 10
WRITE 1 10
READ 37 2
READ 10 6
READ 11 6
WRITE 9 8
READ 5 1
READ 17 10
READ 31 2
WRITE 14 9
READ 28 10
WRITE 5 4
READ 5 8
WRITE 17 2
WRITE 5 4
WRITE 34 7
WRITE 4 8
WRITE 12 6
READ 15 2
READ 9 8
WRITE 18 6
READ 14 3
WRITE 9 10
WRITE 12 6
READ 14 10
WRITE 5 8
WRITE 14 7
WRITE 5 2
WRITE 5 4
READ 2 6
WRITE 2 5
READ 12 2
READ 37 2
READ 9 3
WRITE 1 9
READ 6 2
READ 15 9
READ 9 3
READ 9 5
READ 3 7
WRITE 13 3
WRITE 4 5
READ 9 6
WRITE 9 2
READ 15 10
READ 8 1
WRITE 12 9
WRITE 1 1
READ 10 5
WRITE 2 8
WRITE 2 9
WRITE 5 3
READ 16 6
READ 10 7
READ 1 3
READ 18 9
READ 8 8
WRITE 10 6
READ 19 6
WRITE 2 1
WRITE 4 4
READ 30 7
READ 1 3
READ 8 3
WRITE 10 4
READ 6 1
WRITE 38 2
WRITE 16 9
WRITE 11 1
WRITE 3 10
WRITE 4 4
READ 4 3
READ 7 6
READ 27 10
WRITE 1 5
READ 14 3
READ 13 3
READ 2 4
WRITE 29 10
READ 5 1
WRITE 6 5
WRITE 6 5
READ 10 4
READ 4 4
READ 17 9
WRITE 27 2
READ 4 1
READ 7 3
READ 32 7
WRITE 16 9
READ 17 2
READ 1 1
WRITE 16 6
READ 42 10
READ 38 10
WRITE 7 5
WRITE 2 4
READ 9 4
READ 7 5
READ 6 6
READ 11 4
READ 7 4
WRITE 1 1
WRITE 5 5
WRITE 10 8
WRITE 21 6
READ 8 3
WRITE 3 6
READ 10 8
READ 20 7
READ 20 6
WRITE 9 5
READ 2 4
READ 9 5
READ 7 1
WRITE 18 6
WRITE 22 2
READ 18 10
READ 1 10
READ 4 9
READ 17 6
WRITE 6 3
WRITE 8 10
WRITE 10 4
WRITE 33 10
WRITE 2 6
READ 11 4
READ 2 4
READ 7 4
WRITE 42 7
WRITE 2 5
WRITE 11 1
WRITE 1 3
WRITE 5 1
WRITE 19 2
READ 16 6
WRITE 10 8
WRITE 1 9
WRITE 19 6
READ 17 9
READ 10 6
READ 1 8
READ 10 5
WRITE 31 2
WRITE 1 6
WRITE 1 9
READ 13 3
WRITE 17 10
WRITE 7 3
READ 11 6
WRITE 2 5
WRITE 16 9
WRITE 2 8
WRITE 23 6
READ 25 7
READ 4 1
READ 17 6
READ 3 9
WRITE 10 10
READ 7 1
READ 5 1
READ 10 1
WRITE 23 6
READ 21 10
READ 12 3
READ 21 10
READ 17 7
WRITE 15 9
READ 24 10
READ 9 3
WRITE 27 10
READ 5 3
WRITE 17 9
WRITE 2 2
WRITE 18 10
READ 5 4
READ 6 3
WRITE 1 9
READ 4 3
WRITE 1 10
READ 3 4
WRITE 14 9
READ 9 8
READ 7 2
WRITE 2 8
READ 13 6
WRITE 18 6
WRITE 6 1
WRITE 4 1
WRITE 10 3
READ 7 4
WRITE 9 4
READ 11 9
WRITE 22 6
WRITE 16 6
WRITE 36 2
READ 17 9
READ 5 5
WRITE 5 6
READ 12 7
READ 4 1
WRITE 26 2
WRITE 13 3
READ 9 3
WRITE 16 9
WRITE 3 5
READ 1 10
READ 12 3
WRITE 6 1
READ 3 8
READ 9 2
READ 1 9
READ 12 3
READ 37 7
WRITE 1 8
WRITE 22 2
READ 8 8
READ 7 4
WRITE 6 8
WRITE 39 7
READ 4 3
WRITE 6 6
WRITE 1 6
READ 4 8
WRITE 27 10
WRITE 29 7
READ 3 2
READ 9 1
READ 2 8
READ 24 10
READ 15 10
WRITE 10 8
READ 9 9
WRITE 34 7
WRITE 3 6
READ 36 10
WRITE 3 1
READ 36 2
WRITE 4 5
WRITE 9 5
READ 5 5
READ 1 5
WRITE 5 6
WRITE 6 4
WRITE 7 4
WRITE 4 4
WRITE 36 7
READ 43 7
WRITE 3 10
READ 39 7
WRITE 4 4
READ 5 5
READ 11 9
WRITE 18 9
WRITE 20 6
WRITE 6 9
READ 31 10
WRITE 20 10
READ 44 7
READ 7 3
WRITE 5 5
READ 7 1
WRITE 7 3
WRITE 1 2
READ 7 5
READ 8 2
WRITE 7 1
WRITE 21 6
WRITE 41 10
READ 9 6
READ 25 7
WRITE 9 8
WRITE 9 6
WRITE 1 8
WRITE 8 9
READ 41 10
WRITE 14 9
READ 9 9
WRITE 8 1
READ 6 3
WRITE 7 3
READ 8 5
WRITE 6 6
WRITE 9 8
WRITE 4 3
WRITE 12 9
READ 14 9
READ 42 10
WRITE 5 7
WRITE 15 9
READ 28 10
READ 5 3
WRITE 4 10
WRITE 7 8
READ 3 9
READ 7 8
READ 2 3
READ 6 8
WRITE 1 4
READ 10 1
WRITE 1 8
WRITE 5 3
READ 20 7
WRITE 4 1
READ 6 4
READ 3 4
WRITE 14 3
READ 5 1
WRITE 14 3
READ 5 4
READ 30 10
READ 16 6
READ 13 3
READ 6 4
READ 1 8
WRITE 9 2
WRITE 3 4
READ 7 1
WRITE 10 5
WRITE 6 9
WRITE 7 8
READ 22 2
WRITE 16 6
READ 7 4
WRITE 38 2
WRITE 1 5
WRITE 9 9
WRITE 36 10
READ 5 3
READ 12 9
WRITE 5 4
WRITE 5 9
WRITE 5 5
READ 2 2
READ 6 4
READ 11 3
WRITE 21 6
WRITE 15 6
WRITE 1 4
WRITE 4 8
READ 2 4
WRITE 10 3
READ 8 1
READ 17 2
WRITE 14 9
WRITE 4 8
WRITE 19 7
WRITE 19 6
READ 2 1
READ 42 10
WRITE 19 2
READ 7 10
WRITE 6 1
READ 5 9
WRITE 7 9
WRITE 38 10
READ 11 9
READ 17 6
READ 13 10
WRITE 6 5
WRITE 2 1
READ 6 5
WRITE 10 1
WRITE 4 1
WRITE 23 6
WRITE 4 1
WRITE 10 4
WRITE 3 10
WRITE 4 8
READ 41 10
READ 13 6
WRITE 6 6
READ 11 1
WRITE 5 5
READ 27 7
READ 3 8
WRITE 8 9
READ 2 1
READ 3 2
WRITE 28 2
WRITE 2 6
WRITE 5 4
WRITE 7 4
WRITE 3 4
WRITE 8 10
WRITE 44 7
WRITE 4 8
WRITE 8 5
READ 7 10
WRITE 28 2
READ 1 4
WRITE 1 4
READ 23 2
READ 2 8
READ 3 8
WRITE 30 7
WRITE 1 4
READ 10 5
WRITE 3 9
READ 8 1
WRITE 14 9
READ 2 5
WRITE 14 3
WRITE 10 4
WRITE 5 8
READ 9 10
READ 6 5
READ 5 9
WRITE 1 2
WRITE 11 1
WRITE 13 10
WRITE 21 10
WRITE 23 7
READ 26 2
READ 9 8
WRITE 22 6
WRITE 25 10
READ 2 4
READ 4 5
WRITE 1 3
READ 31 2
READ 39 10
WRITE 16 6
READ 26 2
WRITE 7 5
READ 10 4
WRITE 2 1
READ 14 3
WRITE 15 6
WRITE 39 7
READ 13 9
WRITE 7 4
WRITE 28 2
READ 35 10
READ 9 2
READ 10 5
WRITE 3 3
READ 27 2
WRITE 5 3
READ 5 9
READ 28 2
READ 4 1
READ 22 6
READ 7 8
WRITE 6 5
WRITE 6 4
READ 11 1
READ 31 2
WRITE 30 2
READ 9 1
READ 3 4
WRITE 3 5
WRITE 7 5
READ 15 2
WRITE 3 4
WRITE 5 5
WRITE 2 1
WRITE 8 6
READ 11 10
WRITE 1 7
WRITE 6 6
READ 1 5
READ 23 2
WRITE 15 10
WRITE 11 2
READ 26 7
WRITE 4 8
WRITE 16 6
WRITE 5 2
WRITE 3 1
WRITE 14 6
WRITE 1 2
READ 35 7
READ 12 3
READ 30 10
READ 13 6
READ 22 6
READ 2 3
WRITE 9 10
READ 26 10
READ 6 8
WRITE 7 10
WRITE 1 3
READ 26 2
READ 20 10
READ 3 6
WRITE 7 5
READ 5 8
READ 6 5
READ 1 1
WRITE 4 5
WRITE 1 1
WRITE 8 6
READ 9 5
WRITE 11 1
READ 27 7
WRITE 17 6
WRITE 3 1
READ 9 4
READ 8 4
WRITE 7 6
WRITE 28 2
WRITE 10 5
WRITE 4 4
WRITE 10 8
WRITE 37 2
WRITE 5 5
WRITE 9 5
WRITE 23 6
READ 8 2
READ 13 10
READ 3 10
READ 5 3
WRITE 7 5
WRITE 15 7
READ 9 6
WRITE 11 7
WRITE 1 1
WRITE 4 1
WRITE 5 6
WRITE 15 9
READ 6 4
WRITE 8 3
WRITE 1 1
READ 1 7
WRITE 2 8
WRITE 14 3
READ 6 1
WRITE 18 2
READ 1 1
WRITE 7 6
READ 5 6
READ 9 6
READ 11 9
READ 9 2
READ 8 1
WRITE 2 6
READ 3 8
READ 7 6
READ 8 7
READ 2 3
READ 43 10
READ 35 7
WRITE 7 3
READ 1 4
READ 9 5
WRITE 8 1
WRITE 10 3
READ 20 2
READ 3 5
READ 2 8
READ 4 4
READ 5 5
READ 4 8
WRITE 2 3
READ 3 5
WRITE 2 6
WRITE 11 1
READ 2 10
READ 10 9
WRITE 7 5
WRITE 4 5
READ 3 6
WRITE 14 3
WRITE 1 1
WRITE 3 5
WRITE 8 4
READ 15 9
WRITE 45 7
WRITE 14 9
READ 18 6
WRITE 8 9
WRITE 12 9
READ 11 4
WRITE 13 6
READ 5 7
READ 40 7
READ 7 9
WRITE 5 3
WRITE 2 3
WRITE 3 1
READ 8 1
WRITE 9 8
READ 32 10
READ 8 9
WRITE 5 9
READ 24 10
WRITE 18 6
READ 18 6
READ 5 4
READ 7 5
READ 2 4
WRITE 9 8
WRITE 3 8
READ 38 2
READ 7 1
READ 20 7
WRITE 11 3
READ 9 1
READ 15 7
READ 1 5
READ 31 10
WRITE 10 10
WRITE 33 10
READ 2 3
READ 12 2
WRITE 3 8
READ 32 7
READ 2 4
WRITE 8 8
READ 4 9
READ 8 3
WRITE 7 4
WRITE 9 5
WRITE 7 7
WRITE 14 6
WRITE 15 9
WRITE 46 7
WRITE 7 4
READ 18 10
READ 6 9
WRITE 10 9
READ 10 8
WRITE 7 4
READ 22 10
READ 3 6
READ 3 3
WRITE 12 6
WRITE 3 6
READ 1 8
WRITE 18 10
WRITE 35 2
READ 5 2
READ 6 8
WRITE 3 1
WRITE 4 4
WRITE 10 4
WRITE 11 7
WRITE 7 4
READ 11 3
READ 6 1
READ 3 1
WRITE 18 2
READ 8 8
WRITE 1 6
WRITE 13 6
WRITE 2 3
READ 2 4
READ 4 10
WRITE 8 8
WRITE 15 9
WRITE 9 9
WRITE 2 1
READ 8 8
READ 8 5
WRITE 37 2
READ 6 5
WRITE 2 10
READ 8 4
WRITE 15 2
READ 4 3
READ 5 1
WRITE 34 10
READ 9 8
WRITE 15 2
WRITE 9 4
WRITE 10 5
READ 17 9
WRITE 3 9
WRITE 33 7
READ 6 8
READ 10 9
READ 3 7
WRITE 8 3
READ 41 7
WRITE 14 2
WRITE 29 7
READ 20 7
READ 34 2
WRITE 6 9
WRITE 8 3
READ 10 6
READ 6 3
READ 2 8
READ 6 5
READ 8 8
WRITE 9 8
WRITE 13 10
READ 7 9
READ 6 4
WRITE 7 10
READ 8 1
READ 3 5
READ 11 4
WRITE 6 8
READ 9 8
READ 11 4
WRITE 27 10
READ 12 9
READ 6 5
WRITE 39 7
WRITE 6 8
WRITE 6 5
READ 3 3
READ 33 10
WRITE 3 2
WRITE 12 6
WRITE 2 4
READ 8 1
WRITE 17 10
WRITE 9 5
READ 4 4
READ 18 10
WRITE 6 5
WRITE 6 9
WRITE 6 8
READ 5 8
READ 38 2
READ 4 3
READ 1 2
WRITE 4 10
READ 20 7
WRITE 8 5
WRITE 38 2
READ 3 5
READ 5 2
WRITE 17 7
READ 8 1
READ 18 9
WRITE 3 6
READ 7 8
WRITE 1 8
WRITE 7 6
WRITE 26 7
WRITE 7 3
WRITE 5 5
WRITE 16 6
WRITE 11 6
WRITE 6 3
WRITE 1 5
WRITE 23 2
WRITE 4 6
READ 19 6
WRITE 6 6
READ 31 2
READ 11 6
WRITE 25 2
WRITE 8 8
READ 23 6
READ 4 3
WRITE 29 2
WRITE 17 10
WRITE 14 9
WRITE 7 1
WRITE 1 6
WRITE 8 5
WRITE 7 3
READ 4 4
WRITE 8 9
WRITE 11 9
READ 9 4
WRITE 19 10
READ 43 10
WRITE 7 1
WRITE 33 10
WRITE 16 6
READ 7 1
WRITE 2 4
WRITE 15 9
WRITE 2 1
READ 5 4
READ 10 6
WRITE 3 5
WRITE 2 4
WRITE 18 10
READ 7 3
WRITE 33 2
READ 15 9
READ 20 7
WRITE 9 8
WRITE 5 8
WRITE 15 6
WRITE 11 4
WRITE 17 6
READ 15 7
READ 2 10
READ 7 8
READ 1 8
WRITE 10 1
WRITE 4 3
WRITE 4 2
READ 10 4
WRITE 2 3
READ 3 3
READ 7 3
WRITE 14 3
WRITE 19 7
WRITE 4 5
WRITE 14 9
WRITE 18 6
WRITE 11 1
READ 5 5
WRITE 9 8
READ 44 7
WRITE 17 9
READ 6 3
WRITE 4 9
READ 13 3
WRITE 4 9
READ 10 5
WRITE 33 7
WRITE 6 8
READ 42 7
READ 42 7
WRITE 29 7
WRITE 14 6
WRITE 32 7
READ 3 4
READ 3 8
WRITE 4 9
WRITE 8 1
WRITE 6 3
READ 30 7
READ 1 4
READ 46 7
WRITE 1 10
READ 12 7
READ 10 8
READ 5 4
WRITE 6 1
WRITE 6 2
WRITE 11 3
READ 21 7
READ 4 3
WRITE 6 7
READ 7 8
WRITE 2 3
READ 2 5
WRITE 4 3
WRITE 12 3
WRITE 6 7
WRITE 4 8
WRITE 16 9
WRITE 5 6
WRITE 4 9
WRITE 29 2
WRITE 27 10
READ 10 1
READ 8 8
WRITE 9 1
WRITE 35 2
WRITE 6 3
READ 1 4
READ 6 1
WRITE 2 2
WRITE 17 9
WRITE 9 5
WRITE 10 10
WRITE 14 9
READ 3 8
READ 33 2
WRITE 8 3
WRITE 3 4
WRITE 30 2
READ 34 2
WRITE 15 9
READ 11 4
READ 37 7
WRITE 7 3
WRITE 41 7
